player_name,info,overall_rating,potential_rating,age,wages,primary_foot,work_rate,strong_foot,weak_foot,release_clause,ref_url,hieght,weight,club,country
 Erik Lira , CM |    2020 - 2021  , 67 , 81 , 20 ,  €2.4M €3.6K , R , M / H , 2   , 3   , €6.3M ,/player/257784/erik-lira," 172cm | 5'7"" ", Average (65kg | 143lbs) ,Pumas U.N.A.M.,Mexico
 Fotis Ioannidis , ST |    2020 - 2024  , 67 , 76 , 20 ,  €2.3M €5.3K , R , H / M , 2   , 4   , €0 ,/player/258015/fotis-ioannidis," 186cm | 6'1"" ", High & Average (80kg | 176lbs) ,Panathinaikos,Greece
 Eric Meza , RWB |    2020 - 2023  , 67 , 74 , 21 ,  €2M €3.1K , R , H / H , 2   , 3   , €0 ,/player/258090/eric-meza," 175cm | 5'8"" ", Average (72kg | 159lbs) ,Colón,Argentina
 Theodosis Machairas ," LM, CAM |    2020 - 2026  ", 67 , 78 , 20 ,  €2.2M €6.7K , R , M / M , 4   , 4   , €0 ,/player/258258/theodosis-machairas," 179cm | 5'10"" ", Average (74kg | 163lbs) ,AEK,Greece
 Nikoloz Ninua ," CM, CAM, CDM |    2020 - 2023  ", 67 , 76 , 21 ,  €2.3M €7.1K , L , M / M , 2   , 3   , €0 ,/player/258263/nikoloz-ninua," 186cm | 6'1"" ", High & Average+ (73kg | 161lbs) ,PAOK,Georgia
 Dominik Holec , GK |    2020 - 2023  , 67 , 70 , 25 ,  €1000K €1.9K , R , M / M , 1   , 3   , €0 ,/player/258264/dominik-holec," 191cm | 6'3"" ", High & Average+ (89kg | 196lbs) ,Raków Częstochowa,Slovakia
 Joel Pereira , RB |    2020 - 2022  , 67 , 71 , 23 ,  €1.4M €2.9K , R , H / M , 2   , 3   , €0 ,/player/258276/joel-pereira," 178cm | 5'10"" ", Lean (73kg | 161lbs) ,Gil Vicente FC,Portugal
 Oleksandr Tymchyk , RB |    2015 - 2025  , 67 , 74 , 23 ,  €1.9M €5.5K , R , M / M , 2   , 3   , €0 ,/player/258308/oleksandr-tymchyk," 180cm | 5'10"" ", Lean (67kg | 148lbs) ,Dynamo Kyiv,Ukraine
 Lukáš Matějka , ST |    2020 - 2023  , 67 , 75 , 22 ,  €2.3M €7.4K , R , M / M , 2   , 3   , €0 ,/player/258335/lukas-matejka," 183cm | 6'0"" ", Average (72kg | 159lbs) ,Viktoria Plzeň,Czech Republic
 Brandon Soppy ," RB, CB |    2018 - 2022  ", 67 , 81 , 18 ,  €2.3M €3.5K , R , H / M , 2   , 3   , €0 ,/player/258407/brandon-soppy," 181cm | 5'11"" ", Average (80kg | 176lbs) ,Stade Rennais,France
 Chrislain Matsima ," CB, RB |    2019 - 2025  ", 67 , 83 , 18 ,  €2.4M €3.8K , R , M / M , 2   , 3   , €0 ,/player/258432/chrislain-matsima," 193cm | 6'3"" ", High & Average (80kg | 176lbs) ,AS Monaco,France
 Tamás Cseri ," LW, ST, RW |    2017 - 2022  ", 67 , 67 , 32 ,  €800K €6.3K , R , H / M , 3   , 3   , €0 ,/player/258452/tamas-cseri," 174cm | 5'8"" ", Average (76kg | 168lbs) ,NG - FA,Hungary
 Mitja Lotrič , CAM |    2020 - 2022  , 67 , 69 , 25 ,  €1.3M €5.9K , R , H / M , 3   , 4   , €2.3M ,/player/258501/mitja-lotric," 168cm | 5'6"" ", Short & Lean- (66kg | 146lbs) ,Würzburger Kickers,Slovenia
 Carlos Fernando Valenzuela ," LW, RW |    2018 - 2022  ", 67 , 72 , 23 ,  €1.5M €4K , L , M / M , 4   , 3   , €3.9M ,/player/258559/carlos-fernando-valenzuela," 167cm | 5'5"" ", Short & Lean- (69kg | 152lbs) ,Famalicão,Argentina
 Eduardo Mancha , CB |    2020 - 2022  , 67 , 72 , 24 ,  €1.4M €2.3K , L , H / M , 2   , 3   , €3.5M ,/player/258573/eduardo-mancha," 187cm | 6'1"" ", High & Average+ (80kg | 176lbs) ,Farense,Brazil
 Marko Ilic , GK |    2020 - 2024  , 67 , 74 , 22 ,  €1.8M €3.2K , R , M / M , 1   , 2   , €0 ,/player/258718/marko-ilic," 191cm | 6'3"" ", High & Average (81kg | 179lbs) ,Kortrijk,Serbia
 Guillem Molina ," CB, RB |    2020 - 2022  ", 67 , 78 , 20 ,  €2.1M €6.8K , R , L / H , 2   , 3   , €5.3M ,/player/258747/guillem-molina," 183cm | 6'0"" ", Lean (71kg | 157lbs) ,Valencia CF,Spain
 Pablo García , LB |    2020 - 2022  , 67 , 79 , 20 ,  €2.3M €2.5K , L , M / H , 2   , 2   , €4.7M ,/player/258766/pablo-garcia," 177cm | 5'9"" ", Average (72kg | 159lbs) ,Real Sporting de Gijón,Spain
 Luka Sučić ," CAM, CM, RM |    2019 - 2024  ", 67 , 84 , 17 ,  €2.5M €1.2K , L , M / L , 3   , 3   , €0 ,/player/258775/luka-sucic," 185cm | 6'0"" ", High & Average+ (71kg | 157lbs) ,RB Salzburg,Croatia
 Daniel Avramovski ," CAM, CM |    2020 - 2023  ", 67 , 70 , 25 ,  €1.3M €4.9K , L , H / M , 2   , 3   , €0 ,/player/258798/daniel-avramovski," 184cm | 6'0"" ", Average (77kg | 170lbs) ,Kayserispor,North Macedonia
 Marvin ," RW, RM, RB |    2019 - 2022  ", 67 , 79 , 20 ,  €2.5M €30K , R , H / L , 4   , 4   , €6.1M ,/player/258922/marvin," 178cm | 5'10"" ", Average (63kg | 139lbs) ,Real Madrid,Spain
 Alex Valera , ST |    2020 - 2023  , 67 , 69 , 24 ,  €1.3M €8.6K , L , H / L , 3   , 3   , €0 ,/player/259251/alex-valera," 185cm | 6'0"" ", High & Average (79kg | 174lbs) ,Universitario de Deportes,Peru
 Thabang Monare ," CM, CDM, RM |    2020 - 2022  ", 67 , 67 , 30 ,  €975K €7.1K , R , H / M , 2   , 3   , €0 ,/player/259281/thabang-monare," 178cm | 5'10"" ", Lean (73kg | 161lbs) ,Orlando Pirates,South Africa
 Manolo Portanova ," CM, CAM |    2021 - 2025  ", 67 , 80 , 20 ,  €2.4M €4.3K , R , M / M , 2   , 3   , €0 ,/player/259331/manolo-portanova," 183cm | 6'0"" ", Average (77kg | 170lbs) ,Genoa,Italy
 Federico Alonso , CB |    2020 - 2021  , 67 , 67 , 29 ,  €850K €8.6K , R , M / M , 2   , 2   , €0 ,/player/259607/federico-alonso," 186cm | 6'1"" ", High & Average (78kg | 172lbs) ,Universitario de Deportes,Uruguay
 José Verdún , ST |    2019 - 2021  , 67 , 67 , 31 ,  €850K €6.3K , R , M / M , 2   , 3   , €0 ,/player/259700/jose-verdun," 175cm | 5'8"" ", Average (70kg | 154lbs) ,Guaireña FC,Paraguay
 Pedro Delvalle ," LW, LM |    2021 - 2024  ", 67 , 67 , 26 ,  €1.1M €9.4K , L , H / L , 2   , 3   , €0 ,/player/259706/pedro-delvalle," 172cm | 5'7"" ", Lean (70kg | 154lbs) ,Libertad,Paraguay
 Luis Jaldín , RB |    2020 - 2021  , 67 , 67 , 30 ,  €875K €5.3K , R , H / M , 2   , 3   , €0 ,/player/259800/luis-jaldin," 175cm | 5'8"" ", Average (72kg | 159lbs) ,Atlético Palmaflor,Bolivia
 Josué Estrada ," RB, LB, RM |    2019 - 2021  ", 67 , 69 , 23 ,  €1.2M €4.5K , R , M / M , 2   , 3   , €0 ,/player/259802/josue-estrada," 178cm | 5'10"" ", Average (79kg | 174lbs) ,Universidad Técnica de Cajamarca,Peru
 Arón Rodríguez ," LM, RM, ST |    2020 - 2023  ", 67 , 73 , 20 ,  €1.6M €3.9K , R , M / M , 3   , 3   , €0 ,/player/259825/aron-rodriguez," 173cm | 5'8"" ", Lean (59kg | 130lbs) ,Macará,Ecuador
 Mario Santilli , GK |    2019 - 2021  , 67 , 67 , 36 ,  €25K €2.6K , R , M / M , 1   , 2   , €0 ,/player/259845/mario-santilli," 187cm | 6'1"" ", High & Average (85kg | 187lbs) ,Deportivo La Guaira,Argentina
 Franco Pizzichillo ," RB, CDM, CM |    2018 - 2021  ", 67 , 72 , 24 ,  €1.4M €4.5K , R , H / H , 2   , 2   , €0 ,/player/259928/franco-pizzichillo," 177cm | 5'9"" ", Average (70kg | 154lbs) ,Montevideo City Torque,Uruguay
 Santiago Scotto , CM |    2021 - 2024  , 67 , 74 , 23 ,  €2M €5.9K , R , M / M , 3   , 3   , €0 ,/player/259959/santiago-scotto," 182cm | 5'11"" ", Lean (70kg | 154lbs) ,LDU Quito,Uruguay
 Enzo Giménez ," RM, RW |    2020 - 2021  ", 67 , 76 , 22 ,  €2.3M €6.7K , R , H / L , 2   , 3   , €0 ,/player/260138/enzo-gimenez," 177cm | 5'9"" ", Lean (70kg | 154lbs) ,Cerro Porteño,Paraguay
 Álvaro Quiroga ," CM, CDM |    2020 - 2021  ", 67 , 68 , 25 ,  €1.2M €5.5K , R , M / H , 3   , 3   , €0 ,/player/260265/alvaro-quiroga," 175cm | 5'8"" ", Lean (69kg | 152lbs) ,Guabirá,Bolivia
 Fran Supayabe , RB |    2016 - 2021  , 67 , 71 , 24 ,  €1.4M €4.5K , R , M / H , 3   , 3   , €0 ,/player/260271/fran-supayabe," 178cm | 5'10"" ", Average (71kg | 157lbs) ,Guabirá,Bolivia
 Joaquín Pucheta , GK |    2020 - 2021  , 67 , 69 , 28 ,  €875K €4.2K , R , M / M , 1   , 2   , €0 ,/player/260309/joaquin-pucheta," 184cm | 6'0"" ", Stocky (83kg | 183lbs) ,Macará,Argentina
 Rubén Manjarrés , CM |    2021 - 2022  , 67 , 76 , 20 ,  €2.2M €5.7K , R , M / H , 2   , 3   , €0 ,/player/260328/ruben-manjarres," 181cm | 5'11"" ", Average (75kg | 165lbs) ,Junior de Barranquilla,Colombia
 Elye Wahi , ST |    2020 - 2025  , 67 , 80 , 17 ,  €2.3M €2.2K , R , M / M , 3   , 3   , €0 ,/player/260407/elye-wahi," 184cm | 6'0"" ", Average (74kg | 163lbs) ,Montpellier HSC,France
 Gonzalo Abrego ," CDM, CM |    2021 - 2023  ", 67 , 74 , 20 ,  €1.9M €2.5K , R , M / M , 2   , 3   , €0 ,/player/260593/gonzalo-abrego," 184cm | 6'0"" ", Lean (75kg | 165lbs) ,Godoy Cruz,Argentina
 Chikeluba Ofoedu ," ST, RW |    2021 - 2023  ", 67 , 67 , 27 ,  €1.1M €2.1K , R , M / M , 3   , 3   , €0 ,/player/260652/chikeluba-ofoedu," 173cm | 5'8"" ", Stocky (65kg | 143lbs) ,Sagan Tosu,Nigeria
 Miguel Curiel , ST |    2021 - 2021  , 67 , 67 , 32 ,  €825K €6.3K , L , H / L , 3   , 3   , €0 ,/player/260811/miguel-curiel," 190cm | 6'2"" ", High & Average (85kg | 187lbs) ,Universidad Técnica de Cajamarca,Peru
 Abraham Frimpong , CB |    2021 - 2023  , 67 , 69 , 27 ,  €1.1M €6.6K , R , L / M , 2   , 2   , €0 ,/player/260875/abraham-frimpong," 184cm | 6'0"" ", Average (77kg | 170lbs) ,Al Ain (KSA),Ghana
 César García , RW |    2019 - 2022  , 67 , 77 , 20 ,  €2.2M €3.1K , R , H / M , 2   , 4   , €0 ,/player/261037/cesar-garcia," 178cm | 5'10"" ", Average (74kg | 163lbs) ,Real Sporting de Gijón,Spain
 Ramón Martínez ," CDM, CM |    2021 - 2022  ", 67 , 70 , 24 ,  €1.3M €6.8K , R , M / H , 3   , 3   , €0 ,/player/261139/ramon-martinez," 186cm | 6'1"" ", High & Average (79kg | 174lbs) ,Libertad,Paraguay
 Andrew Teuten ," LB, LWB |    2018 - 2021  ", 67 , 75 , 21 ,  €2.2M €3.8K , L , H / M , 2   , 3   , €0 ,/player/261532/andrew-teuten," 173cm | 5'8"" ", Average (72kg | 159lbs) ,Montevideo City Torque,Uruguay
 Felippe Cardoso , ST |    2021 - 2024  , 67 , 74 , 21 ,  €2.1M €1.8K , R , H / M , 2   , 4   , €0 ,/player/261636/felippe-cardoso," 186cm | 6'1"" ", High & Average (87kg | 192lbs) ,Vegalta Sendai,Brazil
 Kong Qiqiang ," CM, CDM |    2017 - 2023  ", 67 , 70 , 22 ,  €1.4M €6K , R , M / H , 3   , 5   , €0 ,/player/261714/kong-qiqiang," 184cm | 6'0"" ", Average (83kg | 183lbs) ,Jiangsu FC,China PR
 Moïse Sahi ," ST, CAM |    2021 - 2025  ", 67 , 81 , 18 ,  €2.4M €4K , R , H / M , 2   , 3   , €0 ,/player/261771/moise-sahi," 175cm | 5'8"" ", Average (68kg | 150lbs) ,RC Strasbourg,Mali
 János Hahn ," ST, RW |    2020 - 2  ", 67 , 72 , 25 ,  €1.5M €6K , R , M / M , 3   , 5   , €0 ,/player/261999/janos-hahn," 183cm | 6'0"" ", Lean (75kg | 165lbs) ,NG - FA,Hungary
 Rushine De Reuck ," CB, RB, CDM |    2020 - 2  ", 67 , 72 , 24 ,  €1.4M €2.6K , R , M / M , 2   , 2   , €0 ,/player/262291/rushine-de-reuck," 183cm | 6'0"" ", Lean (73kg | 161lbs) ,NG - FA,South Africa
 Mijat Maric , CB |    2018 - 2022  , 66 , 66 , 36 ,  €150K €1.8K , R , L / M , 2   , 4   , €0 ,/player/52340/mijat-maric," 188cm | 6'2"" ", High & Average (83kg | 183lbs) ,FC Lugano,Switzerland
 Lee Grant , GK |    2018 - 2022 |  R.Face  , 66 , 66 , 37 ,  €90K €12K , R , M / M , 1   , 4   , €0 ,/player/53739/lee-grant," 193cm | 6'3"" ", High & Average (83kg | 183lbs) ,Manchester United,England
 Michael Langer , GK |    2017 - 2022  , 66 , 66 , 35 ,  €90K €3.6K , R , M / M , 1   , 2   , €0 ,/player/107084/michael-langer," 195cm | 6'4"" ", High & Average (93kg | 205lbs) ,FC Schalke 04,Austria
 David Martin , GK |    2019 - 2022  , 66 , 66 , 34 ,  €150K €7.9K , R , M / M , 1   , 2   , €0 ,/player/116314/david-martin," 188cm | 6'2"" ", High & Average (86kg | 190lbs) ,West Ham United,England
 Ersan Gülüm , CB |    2020 - 2021  , 66 , 66 , 33 ,  €400K €4.8K , L , L / H , 2   , 2   , €0 ,/player/125167/ersan-gulum," 185cm | 6'0"" ", High & Average (85kg | 187lbs) ,Antalyaspor,Turkey
 Abdullah Durak , CDM |    2020 - 2021  , 66 , 66 , 33 ,  €425K €4K , R , M / M , 3   , 3   , €1.3M ,/player/126883/abdullah-durak," 181cm | 5'11"" ", Average (80kg | 176lbs) ,Çaykur Rizespor,Turkey
 Gabriel Tamaș , CB |    2021 - 2022  , 66 , 66 , 36 ,  €150K €1.7K , R , H / H , 2   , 3   , €0 ,/player/135537/gabriel-tamas," 188cm | 6'2"" ", High & Average (85kg | 187lbs) ,FC Voluntari,Romania
 Wouter Biebauw , GK |    2020 - 2022  , 66 , 66 , 36 ,  €20K €1.8K , R , M / M , 1   , 3   , €0 ,/player/151885/wouter-biebauw," 188cm | 6'2"" ", High & Average (82kg | 181lbs) ,Beerschot,Belgium
 Min Soo Kang , CB |    2021 - 2022  , 66 , 66 , 34 ,  €275K €1.4K , R , M / H , 2   , 3   , €0 ,/player/155334/min-soo-kang," 186cm | 6'1"" ", High & Average+ (74kg | 163lbs) ,Incheon United,Korea Republic
 Martin Cranie ," RB, CB |    2019 - 2021 |  R.Face  ", 66 , 66 , 33 ,  €450K €3.9K , R , M / M , 2   , 3   , €0 ,/player/156164/martin-cranie," 183cm | 6'0"" ", Average (78kg | 172lbs) ,Luton Town,England
 Samuel Holmén , CM |    2017 - 2021  , 66 , 66 , 36 ,  €275K €1.4K , R , M / M , 3   , 4   , €0 ,/player/156683/samuel-holmen," 180cm | 5'10"" ", Average (74kg | 163lbs) ,IF Elfsborg,Sweden
 Sylvain Marveaux ," CAM, CM |    2016 - 2021 |  R.Face  ", 66 , 66 , 34 ,  €400K €8.3K , L , M / M , 3   , 3   , €0 ,/player/157310/sylvain-marveaux," 172cm | 5'7"" ", Average (69kg | 152lbs) ,FC Lorient,France
 Anssi Jaakkola , GK |    2019 - 2022  , 66 , 66 , 33 ,  €275K €2.6K , R , M / M , 1   , 1   , €0 ,/player/157734/anssi-jaakkola," 195cm | 6'4"" ", High & Average (88kg | 194lbs) ,Bristol Rovers,Finland
 Lin Gao ," LW, ST |    2020 - 2021  ", 66 , 66 , 34 ,  €400K €5K , R , H / H , 3   , 4   , €0 ,/player/158309/lin-gao," 185cm | 6'0"" ", High & Average (75kg | 165lbs) ,Shenzhen FC,China PR
 Braulio Deroz , CB |    2021 - 2025  , 66 , 66 , 24 ,  €850K €2.9K , R , M / M , 2   , 3   , €0 ,/player/159950/braulio-deroz," 180cm | 5'10"" ", Average (78kg | 172lbs) ,Cerro Largo,Uruguay
 Zapater , CM |    2016 - 2023  , 66 , 66 , 35 ,  €350K €2.4K , R , M / M , 2   , 3   , €0 ,/player/162047/zapater," 180cm | 5'10"" ", Stocky (80kg | 176lbs) ,Real Zaragoza,Spain
 David Ousted , GK |    2020 - 2021  , 66 , 66 , 35 ,  €90K €950 , R , M / M , 1   , 3   , €0 ,/player/162052/david-ousted," 192cm | 6'3"" ", High & Average (88kg | 194lbs) ,Hammarby IF,Denmark
 Uğur Uçar ," RB, LB |    2014 - 2022  ", 66 , 66 , 33 ,  €450K €9K , R , M / M , 3   , 3   , €1.4M ,/player/162875/ugur-ucar," 180cm | 5'10"" ", Average (70kg | 154lbs) ,Istanbul Başakşehir FK,Turkey
 Anthony Scaramozzino ," CB, LB |    2020 - 2022  ", 66 , 66 , 35 ,  €230K €1.2K , L , H / M , 2   , 3   , €0 ,/player/163652/anthony-scaramozzino," 180cm | 5'10"" ", Average (72kg | 159lbs) ,Pau FC,France
 Gary Dicker ," CDM, CM |    2016 - 2021  ", 66 , 66 , 33 ,  €425K €2.3K , R , M / H , 2   , 3   , €0 ,/player/165449/gary-dicker," 183cm | 6'0"" ", Average (81kg | 179lbs) ,Kilmarnock,Republic of Ireland
 Derrick Etienne Jr. ," RM, LM |    2020 - 2021  ", 66 , 69 , 23 ,  €1.2M €2.2K , R , M / M , 3   , 3   , €0 ,/player/166539/derrick-etienne-jr.," 178cm | 5'10"" ", Average (77kg | 170lbs) ,Columbus Crew,Haiti
 Trevor Carson , GK |    2017 - 2022  , 66 , 66 , 32 ,  €425K €1.8K , R , M / M , 1   , 2   , €870K ,/player/166764/trevor-carson," 185cm | 6'0"" ", High & Average (85kg | 187lbs) ,Motherwell,Northern Ireland
 Darius Charles , CB |    2018 - 2021  , 66 , 66 , 32 ,  €550K €4.2K , L , M / M , 2   , 3   , €0 ,/player/166853/darius-charles," 185cm | 6'0"" ", High & Average (85kg | 187lbs) ,Wycombe Wanderers,England
 Rostyn Griffiths ," CB, CDM, CM |    2018 - 2022  ", 66 , 66 , 32 ,  €550K €3.5K , R , M / H , 2   , 4   , €0 ,/player/169479/rostyn-griffiths," 187cm | 6'1"" ", High & Average (86kg | 190lbs) ,Melbourne City,Australia
 Kieran Lee ," CDM, CM |    2021 - 2022  ", 66 , 66 , 32 ,  €575K €4.5K , R , H / M , 3   , 2   , €0 ,/player/169593/kieran-lee," 178cm | 5'10"" ", Lean (76kg | 168lbs) ,Bolton Wanderers,England
 Charlie Daniels ," LB, LWB |    2021 - 2021 |  R.Face  ", 66 , 66 , 33 ,  €450K €3.8K , L , H / M , 3   , 3   , €0 ,/player/169638/charlie-daniels," 185cm | 6'0"" ", High & Average (75kg | 165lbs) ,Portsmouth,England
 Vullnet Basha , CDM |    2017 - 2021  , 66 , 66 , 29 ,  €725K €1.8K , R , M / M , 3   , 3   , €0 ,/player/170612/vullnet-basha," 174cm | 5'8"" ", Lean (71kg | 157lbs) ,Wisła Kraków,Albania
 Michael Mancienne ," CDM, CB |    2021 - 2022 |  R.Face  ", 66 , 66 , 32 ,  €575K €3.2K , R , M / H , 2   , 3   , €0 ,/player/171831/michael-mancienne," 186cm | 6'1"" ", High & Average+ (86kg | 190lbs) ,Burton Albion,England
 Joona Toivio , CB |    2018 - 2021  , 66 , 66 , 32 ,  €550K €1.8K , R , M / H , 2   , 3   , €0 ,/player/172232/joona-toivio," 186cm | 6'1"" ", High & Average (87kg | 192lbs) ,BK Häcken,Finland
 Pierre Kanstrup , CB |    2020 - 2022  , 66 , 66 , 31 ,  €575K €3.9K , R , H / M , 2   , 3   , €0 ,/player/172520/pierre-kanstrup," 188cm | 6'2"" ", High & Average (81kg | 179lbs) ,SønderjyskE,Denmark
 Tomasz Jodłowiec ," CDM, CM |    2019 - 2022  ", 66 , 66 , 34 ,  €300K €2.7K , R , M / H , 2   , 3   , €0 ,/player/172756/tomasz-jodlowiec," 189cm | 6'2"" ", High & Stocky (92kg | 203lbs) ,Piast Gliwice,Poland
 Murat Yildirim ," CDM, CAM |    2020 - 2021  ", 66 , 66 , 33 ,  €425K €4.8K , R , M / M , 2   , 3   , €0 ,/player/172872/murat-yildirim," 170cm | 5'6"" ", Short & Lean- (68kg | 150lbs) ,Gençlerbirliği,Turkey
 Sone Aluko ," RM, CAM, LM |    2017 - 2021 |  R.Face  ", 66 , 66 , 31 ,  €700K €4.6K , L , M / M , 3   , 2   , €0 ,/player/173530/sone-aluko," 173cm | 5'8"" ", Average (62kg | 137lbs) ,Reading,Nigeria
 Ben Amos , GK |    2019 - 2021  , 66 , 66 , 30 ,  €575K €2.2K , R , M / M , 1   , 2   , €0 ,/player/173531/ben-amos," 193cm | 6'3"" ", High & Average (76kg | 168lbs) ,Charlton Athletic,England
 Jason Pearce , CB |    2016 - 2022  , 66 , 66 , 32 ,  €550K €2.7K , L , M / H , 2   , 3   , €0 ,/player/173614/jason-pearce," 185cm | 6'0"" ", High & Average (71kg | 157lbs) ,Charlton Athletic,England
 Sam Baldock ," ST, LW, RW |    2018 - 2021 |  R.Face  ", 66 , 66 , 31 ,  €725K €4.9K , R , H / M , 3   , 4   , €0 ,/player/173859/sam-baldock," 170cm | 5'6"" ", Short & Lean (67kg | 148lbs) ,Reading,England
 Ki Hun Yeom ," CM, LW, ST |    2010 - 2021  ", 66 , 66 , 37 ,  €275K €1.3K , L , H / M , 3   , 3   , €0 ,/player/176348/ki-hun-yeom," 182cm | 5'11"" ", Average (80kg | 176lbs) ,Suwon Bluewings,Korea Republic
 Nelson Cabrera ," CB, RB |    2019 - 2021  ", 66 , 66 , 37 ,  €150K €3.2K , L , M / M , 2   , 3   , €0 ,/player/176472/nelson-cabrera," 191cm | 6'3"" ", High & Average+ (84kg | 185lbs) ,Always Ready,Bolivia
 Bellvis ," LB, LWB, LM |    2014 - 2022  ", 66 , 66 , 35 ,  €275K €2.1K , L , M / M , 3   , 2   , €0 ,/player/177564/bellvis," 170cm | 5'6"" ", Short & Lean- (65kg | 143lbs) ,AD Alcorcón,Spain
 Christian Kum ," CB, LB, RB |    2018 - 2021  ", 66 , 66 , 34 ,  €275K €2.5K , R , M / M , 2   , 5   , €0 ,/player/178187/christian-kum," 182cm | 5'11"" ", Average (82kg | 181lbs) ,VVV-Venlo,Germany
 César Díaz Martínez ," RM, ST |    2019 - 2022  ", 66 , 66 , 33 ,  €525K €2.8K , R , M / M , 3   , 3   , €0 ,/player/178422/cesar-diaz-martinez," 171cm | 5'7"" ", Stocky (75kg | 165lbs) ,CD Castellón,Spain
 Scott Jamieson , LB |    2017 - 2023  , 66 , 66 , 31 ,  €625K €3.5K , L , H / M , 2   , 3   , €0 ,/player/178589/scott-jamieson," 177cm | 5'9"" ", Average (71kg | 157lbs) ,Melbourne City,Australia
 Leandro Grimi ," LB, CB |    2020 - 2021  ", 66 , 66 , 35 ,  €275K €3.2K , L , M / M , 3   , 3   , €0 ,/player/179698/leandro-grimi," 183cm | 6'0"" ", Average (74kg | 163lbs) ,Huracán,Argentina
 Joris Sainati , CB |    2020 - 2023  , 66 , 66 , 31 ,  €575K €2K , R , L / H , 2   , 2   , €0 ,/player/179725/joris-sainati," 183cm | 6'0"" ", Average (83kg | 183lbs) ,AC Ajaccio,France
 Sho Ito , ST |    2021 - 2022  , 66 , 66 , 31 ,  €725K €1.8K , R , H / L , 2   , 3   , €0 ,/player/179742/sho-ito," 184cm | 6'0"" ", Average (76kg | 168lbs) ,Yokohama FC,Japan
 Marcel Heller ," RW, RM |    2020 - 2021  ", 66 , 66 , 34 ,  €400K €6.5K , R , M / M , 3   , 2   , €0 ,/player/179891/marcel-heller," 176cm | 5'9"" ", Lean (70kg | 154lbs) ,SC Paderborn 07,Germany
 Brad Knighton , GK |    2013 - 2021  , 66 , 66 , 35 ,  €90K €1.2K , R , M / M , 1   , 2   , €0 ,/player/181001/brad-knighton," 188cm | 6'2"" ", High & Average (91kg | 201lbs) ,New England Revolution,United States
 Pierre Bengtsson , LB |    2017 - 2022  , 66 , 66 , 32 ,  €600K €3.3K , L , H / M , 2   , 2   , €0 ,/player/181343/pierre-bengtsson," 177cm | 5'9"" ", Average (74kg | 163lbs) ,Vejle BK,Sweden
 Andreas Landgren ," CDM, RB |    2014 - 2023  ", 66 , 66 , 31 ,  €600K €1.1K , R , H / H , 2   , 2   , €0 ,/player/181381/andreas-landgren," 176cm | 5'9"" ", Average (74kg | 163lbs) ,Helsingborgs IF,Sweden
 Yongpo Wang ," CAM, CM |    2020 - 2021  ", 66 , 66 , 33 ,  €525K €4.6K , R , M / M , 3   , 4   , €0 ,/player/181846/yongpo-wang," 178cm | 5'10"" ", Lean (71kg | 157lbs) ,Shenzhen FC,China PR
 Andrés Ríos ," ST, CAM, CM |    2019 - 2021  ", 66 , 66 , 30 ,  €850K €2.8K , R , M / M , 3   , 4   , €0 ,/player/181989/andres-rios," 178cm | 5'10"" ", Stocky (78kg | 172lbs) ,San Jose Earthquakes,Argentina
 Zheng Zou ," LB, RB |    2021 - 2023  ", 66 , 66 , 32 ,  €600K €4.2K , L , H / M , 3   , 3   , €0 ,/player/182122/zheng-zou," 178cm | 5'10"" ", Lean (70kg | 154lbs) ,Qingdao FC,China PR
 Jamie Jones , GK |    2017 - 2023  , 66 , 66 , 31 ,  €450K €1.5K , R , M / M , 1   , 2   , €0 ,/player/182365/jamie-jones," 191cm | 6'3"" ", High & Average (91kg | 201lbs) ,Wigan Athletic,England
 Danny Hylton , ST |    2016 - 2022  , 66 , 66 , 31 ,  €725K €4.7K , R , H / M , 2   , 3   , €0 ,/player/182617/danny-hylton," 183cm | 6'0"" ", Average (71kg | 157lbs) ,Luton Town,England
 Petar Zanev ," CB, LB |    2019 - 2021  ", 66 , 66 , 34 ,  €275K €4.5K , L , M / M , 2   , 3   , €0 ,/player/183204/petar-zanev," 183cm | 6'0"" ", Average (70kg | 154lbs) ,NG - FA,Bulgaria
 Jérémy Taravel , CB |    2017 - 2021  , 66 , 66 , 33 ,  €400K €3.5K , L , M / M , 2   , 4   , €0 ,/player/183283/jeremy-taravel," 191cm | 6'3"" ", High & Average (85kg | 187lbs) ,Cercle Brugge,France
 Yaw Amankwah , CB |    2019 - 2022  , 66 , 66 , 32 ,  €550K €1.4K , R , L / H , 2   , 3   , €0 ,/player/183499/yaw-amankwah," 194cm | 6'4"" ", High & Stocky (92kg | 203lbs) ,Stabæk Fotball,Norway
 Jens Grahl , GK |    2016 - 2022  , 66 , 66 , 31 ,  €450K €5.1K , R , M / M , 1   , 2   , €0 ,/player/183513/jens-grahl," 192cm | 6'3"" ", High & Average (86kg | 190lbs) ,VfB Stuttgart,Germany
